A palavra  aparece 21 vezes
A palavra PASSADOS aparece 2 vezes
A palavra IDEIAS aparece 20 vezes
A palavra PRELIMINARES aparece 1 vezes
A palavra SACUDINDO aparece 1 vezes
A palavra DATA aparece 3 vezes
A palavra 1872 aparece 1 vezes
A palavra INVALIDOS aparece 7 vezes
A palavra TORNAVA aparece 4 vezes
A palavra SORRINDO aparece 5 vezes
A palavra JARDIM aparece 1 vezes
A palavra ENFIOU aparece 3 vezes
A palavra PREGAVA aparece 1 vezes
A palavra ESGANEI aparece 1 vezes
A palavra VENCER aparece 6 vezes
A palavra LEL-OS aparece 1 vezes
A palavra PADECERAM aparece 1 vezes
A palavra FICASSEMOS aparece 1 vezes
A palavra DESCREVO aparece 1 vezes
A palavra NOTAR aparece 4 vezes
A palavra VICTORIA aparece 2 vezes
A palavra ACREDITE aparece 1 vezes
A palavra DESPIDA aparece 1 vezes
A palavra DECORAR aparece 1 vezes
A palavra FOLHA aparece 1 vezes
A palavra PROMETTEU aparece 1 vezes
A palavra PERTURBAVA aparece 1 vezes
A palavra FRENTE aparece 4 vezes
A palavra CEDER-LHE aparece 2 vezes
A palavra CAÍA aparece 2 vezes
A palavra MET aparece 1 vezes
A palavra GASTADEIRA aparece 1 vezes
A palavra MANDA-SE aparece 2 vezes
A palavra VOLTADA aparece 2 vezes
A palavra 801 aparece 1 vezes
A palavra GENERATIONS aparece 2 vezes
A palavra POUCA aparece 6 vezes
A palavra PHYSICAS aparece 2 vezes
A palavra PROPOZ-ME aparece 3 vezes
A palavra VOLTADOS aparece 1 vezes
A palavra WHEN aparece 1 vezes
A palavra ENGROLAVAMOS aparece 1 vezes
A palavra DIVIDIRMOS aparece 1 vezes
A palavra BRANCO aparece 3 vezes
A palavra ALBUQUERQUES aparece 1 vezes
A palavra ESPIRITUAL aparece 4 vezes
A palavra METICULOSO aparece 1 vezes
A palavra BRAÇO aparece 10 vezes
A palavra INIMIGO aparece 1 vezes
A palavra ENVELHECER aparece 1 vezes
A palavra TRANCAS aparece 1 vezes
A palavra GASTA-SE aparece 1 vezes
A palavra MOLHADOS aparece 3 vezes
A palavra GAMÃO aparece 4 vezes
A palavra ADOPTAR aparece 1 vezes
A palavra CONFIRMATION aparece 1 vezes
A palavra CALOU aparece 1 vezes
A palavra RESPONDO aparece 1 vezes
A palavra CORRUPÇÃO aparece 1 vezes
A palavra 2017 aparece 1 vezes
A palavra MAE aparece 1 vezes
A palavra TENTAÇÃO aparece 2 vezes
A palavra LEVANTARAM aparece 1 vezes
A palavra POSITIVAMENTE aparece 2 vezes
A palavra PERFEIÇÃO aparece 5 vezes
A palavra CUIDAVA aparece 5 vezes
A palavra PENSO aparece 9 vezes
A palavra CHOCHA aparece 1 vezes
A palavra PREDICÇÃO aparece 3 vezes
A palavra TRATADO aparece 3 vezes
A palavra SALTEI aparece 1 vezes
A palavra ALLUCINAÇÕES aparece 1 vezes
A palavra VENDEU aparece 1 vezes
A palavra GRUPO aparece 2 vezes
A palavra FIXA aparece 3 vezes
A palavra SEGUIMOS aparece 1 vezes
A palavra CHAMAL-A aparece 1 vezes
A palavra COSTA aparece 2 vezes
A palavra ERGUENDO-ME aparece 1 vezes
A palavra ENTENDIDO aparece 4 vezes
A palavra PESQUIZAVA aparece 1 vezes
A palavra RISINHO aparece 1 vezes
A palavra SEI aparece 55 vezes
A palavra PAPEIS aparece 10 vezes
A palavra ALUGOU aparece 1 vezes
A palavra PORÇÕES aparece 1 vezes
A palavra PARECIA aparece 17 vezes
A palavra ESPALHAVAM-SE aparece 1 vezes
A palavra GOSTAMOS aparece 1 vezes
A palavra PUBLICAVA aparece 1 vezes
A palavra GRUNHIR aparece 1 vezes
A palavra ACONTECIMENTOS aparece 3 vezes
A palavra ROE-ME aparece 1 vezes
A palavra DESENFIARAM aparece 1 vezes
A palavra SEXTA-FEIRA aparece 2 vezes
A palavra FERNANDES aparece 2 vezes
A palavra ERGUEU-SE aparece 7 vezes
A palavra SIMPLEZA aparece 1 vezes
A palavra VAGAROSAMENTE aparece 1 vezes
A palavra SCOTT aparece 1 vezes
A palavra LVII aparece 2 vezes
A palavra POMPOSO aparece 1 vezes
A palavra OUVIRÁ aparece 1 vezes
A palavra REPETISSE aparece 1 vezes
A palavra CONDIÇÃO aparece 2 vezes
A palavra CHAMEI-LHES aparece 1 vezes
A palavra PROMETTIAM aparece 1 vezes
A palavra RESUMO aparece 3 vezes
A palavra OBSERVAÇÃO aparece 1 vezes
A palavra CONTEMPLAR aparece 1 vezes
A palavra ADEUSES aparece 1 vezes
A palavra NOME aparece 20 vezes
A palavra SATISFEITA aparece 1 vezes
A palavra OTHERS aparece 1 vezes
A palavra EXCEDENTES aparece 1 vezes
A palavra CERTÍSSIMA aparece 1 vezes
A palavra DOZE aparece 1 vezes
A palavra ENCANTOS aparece 1 vezes
A palavra REJEITAVA aparece 1 vezes
A palavra PATERNIDADE aparece 2 vezes
A palavra AMOFINAL-A aparece 1 vezes
A palavra TRANSFERIR aparece 1 vezes
A palavra OLHAVAMOS aparece 1 vezes
A palavra MÁS aparece 1 vezes
A palavra FORTALECERAM-ME aparece 1 vezes
A palavra RIDICULO aparece 1 vezes
A palavra SEXOS aparece 1 vezes
A palavra RIGIDO aparece 1 vezes
A palavra XX aparece 2 vezes
A palavra DISSIMULAR aparece 4 vezes
A palavra FANTASIAS aparece 1 vezes
A palavra ESCUTAVA aparece 3 vezes
A palavra MANDÁRA aparece 1 vezes
A palavra GÓSTO aparece 2 vezes
A palavra LIMPAS aparece 2 vezes
A palavra NAME aparece 1 vezes
A palavra PERDE-SE aparece 4 vezes
A palavra NEGOCIO aparece 11 vezes
A palavra GUIANDO aparece 1 vezes
A palavra FORMALIDADE aparece 1 vezes
A palavra VÁS aparece 4 vezes
A palavra TIVERAM aparece 5 vezes
A palavra SEXUAL aparece 2 vezes
A palavra CONTINUADA aparece 1 vezes
A palavra OPACOS aparece 1 vezes
A palavra SOLDADINHOS aparece 1 vezes
A palavra CACHO aparece 1 vezes
A palavra EXAMINADAS aparece 1 vezes
A palavra VIRÁ aparece 2 vezes
A palavra INFECTO aparece 1 vezes
A palavra CHAVES aparece 4 vezes
A palavra MARFIM aparece 1 vezes
A palavra «NOS aparece 1 vezes
A palavra TENDENCIA aparece 1 vezes
A palavra RECORDANDO aparece 3 vezes
A palavra JUNTANDO-SE aparece 1 vezes
A palavra DESENHANDO aparece 1 vezes
A palavra EMPRESTA aparece 1 vezes
A palavra SUMPTUOSOS aparece 1 vezes
A palavra REPETIU aparece 4 vezes
A palavra REPETI-AS aparece 3 vezes
A palavra DEBATE aparece 1 vezes
A palavra DISCUTIRA aparece 1 vezes
A palavra PROFESSOR aparece 8 vezes
A palavra NAMORO...» aparece 2 vezes
A palavra DESENCONTRO aparece 1 vezes
A palavra SÉRIA aparece 2 vezes
A palavra REPOUSO aparece 1 vezes
A palavra ESPREITANDO aparece 1 vezes
A palavra PROPAGANDA aparece 1 vezes
A palavra ELOGIAL-A aparece 1 vezes
A palavra FALTASSE aparece 2 vezes
A palavra MORAVA aparece 3 vezes
A palavra EMBAIXO aparece 5 vezes
A palavra ESTRANJEIRAS aparece 1 vezes
A palavra FAVOR aparece 19 vezes
A palavra ENCOSTADO aparece 1 vezes
A palavra BEIJEI aparece 2 vezes
A palavra ELECTRONICALLY aparece 2 vezes
A palavra BENTINHO aparece 53 vezes
A palavra SUCCEDEU aparece 6 vezes
A palavra FLOR aparece 2 vezes
A palavra PINTURA aparece 5 vezes
A palavra GROSSA aparece 1 vezes
A palavra QUEBREMOS-LHE aparece 1 vezes
A palavra DEFENDENDO aparece 2 vezes
A palavra CONTIGUOS aparece 2 vezes
A palavra IAMOS aparece 14 vezes
A palavra COMPANHIA aparece 9 vezes
A palavra ABATIDO aparece 3 vezes
A palavra TOTALMENTE aparece 1 vezes
A palavra DESLUMBRAVA aparece 1 vezes
A palavra SENÃO aparece 16 vezes
A palavra PUDE aparece 19 vezes
A palavra FIZ-LHE aparece 1 vezes
A palavra GUARDAM aparece 1 vezes
A palavra NUMEROSOS aparece 1 vezes
A palavra CHAMAR-LHE aparece 2 vezes
A palavra QUÉDA aparece 2 vezes
A palavra PALMEIRA aparece 1 vezes
A palavra SUMIDA aparece 1 vezes
A palavra ARRANJADO aparece 1 vezes
A palavra TITLE aparece 1 vezes
A palavra ATTENDIA aparece 2 vezes
A palavra GUINCHOS aparece 1 vezes
A palavra PREGUIÇA aparece 1 vezes
A palavra TELA aparece 1 vezes
A palavra PASSARO aparece 2 vezes
A palavra PAPA aparece 8 vezes
A palavra DOMINGO aparece 17 vezes
A palavra ESLAVA aparece 1 vezes
A palavra COMIA aparece 2 vezes
A palavra DESCOBERTAS aparece 2 vezes
A palavra APOIO aparece 2 vezes
A palavra ESPADA aparece 4 vezes
A palavra EMENDANDO aparece 1 vezes
A palavra «QUEM aparece 2 vezes
A palavra BAZARES aparece 1 vezes
A palavra APAIXONAR-SE aparece 1 vezes
A palavra ROÇAVAM aparece 2 vezes
A palavra ANTI-RUSSA aparece 1 vezes
A palavra CONSTANT aparece 1 vezes
A palavra SEMELHANÇA aparece 4 vezes
A palavra RETER-LHE aparece 1 vezes
A palavra ALBUQUERQUE aparece 1 vezes
A palavra MOÇAMBIQUE aparece 1 vezes
A palavra SEMELHANÇAS aparece 3 vezes
A palavra BATENDO aparece 2 vezes
A palavra MINIMA aparece 1 vezes
A palavra LIEU aparece 2 vezes
A palavra IMPROPRIO aparece 1 vezes
A palavra DECLARAR aparece 1 vezes
A palavra CONTESTAÇÃO aparece 1 vezes
A palavra HONESTOS aparece 1 vezes
A palavra CXVIII aparece 2 vezes
A palavra FEZ-LHE aparece 3 vezes
A palavra OBEDECESSE aparece 2 vezes
A palavra CRESCIA aparece 1 vezes
A palavra VEM aparece 9 vezes
A palavra BOLSO aparece 9 vezes
A palavra ENCOBERTO aparece 4 vezes
A palavra ANDASSE aparece 2 vezes
A palavra EMENDEI aparece 1 vezes
A palavra FACTO aparece 3 vezes
A palavra PERIODIC aparece 1 vezes
A palavra TURQUIA aparece 3 vezes
A palavra MATRICULAS aparece 1 vezes
A palavra CONFUSAS aparece 4 vezes
A palavra RECUSEI aparece 1 vezes
A palavra PULMÕES,--DISSE aparece 1 vezes
A palavra ACOSTUMAR-SE aparece 1 vezes
A palavra SÈDE aparece 1 vezes
A palavra TRANSLUZISSE aparece 1 vezes
A palavra ENTROU aparece 20 vezes
A palavra COUSA,--QUE aparece 1 vezes
A palavra «OS aparece 4 vezes
A palavra PEÇAS aparece 2 vezes
A palavra PAIZ aparece 1 vezes
A palavra SOLTÁMOS aparece 2 vezes
A palavra PREGÕES aparece 1 vezes
A palavra COUSAS aparece 27 vezes
A palavra COMMENTARIOS aparece 1 vezes
A palavra ADMITTE-SE aparece 1 vezes
A palavra SONORA aparece 1 vezes
A palavra ESTIMEI aparece 2 vezes
A palavra QUÉ aparece 1 vezes
A palavra PADECIMENTO aparece 1 vezes
A palavra ACCENDER aparece 6 vezes
A palavra CARREIRA aparece 11 vezes
A palavra PERIODICOS aparece 1 vezes
A palavra COMPARAÇÃO aparece 6 vezes
A palavra JOVEN aparece 8 vezes
A palavra TINTA aparece 3 vezes
A palavra ABAFANDO aparece 1 vezes
A palavra ANDARIA aparece 2 vezes
A palavra DEUS aparece 69 vezes
A palavra SENTADOS aparece 2 vezes
A palavra ACHAVAM-ME aparece 1 vezes
A palavra DESVIAVA aparece 1 vezes
A palavra DESCOBRINDO aparece 1 vezes
A palavra APPARECEU aparece 4 vezes
A palavra LINDA aparece 1 vezes
A palavra OMISSÃO aparece 1 vezes
A palavra MELHORAR aparece 1 vezes
A palavra ORDENE aparece 2 vezes
A palavra PARAVA aparece 3 vezes
A palavra PRENDIAMOS aparece 1 vezes
A palavra UNIFORM aparece 1 vezes
A palavra INTERROGAVA aparece 1 vezes
A palavra PLACE aparece 1 vezes
A palavra RISCAVA aparece 2 vezes
A palavra VALHA-ME aparece 1 vezes
A palavra CORREIA aparece 1 vezes
A palavra RESEARCH aparece 2 vezes
A palavra DAR-ME-HIA aparece 1 vezes
A palavra ON aparece 11 vezes
A palavra FALTAVA aparece 3 vezes
A palavra VI aparece 61 vezes
A palavra COST aparece 3 vezes
A palavra ENOJOU aparece 1 vezes
A palavra WAGNER aparece 1 vezes
A palavra LAGRIMAS aparece 19 vezes
A palavra SAIU» aparece 2 vezes
A palavra HORRIVEL aparece 2 vezes
A palavra SAÍ aparece 10 vezes
A palavra DITO aparece 11 vezes
A palavra PROMINENTLY aparece 2 vezes
A palavra PANEGYRICO aparece 16 vezes
A palavra INCLINEI-ME aparece 3 vezes
A palavra ANONYMO aparece 1 vezes
A palavra ENGROSSAR aparece 1 vezes
A palavra FALANDO-ME aparece 1 vezes
A palavra BOCADINHO aparece 1 vezes
A palavra FUGIAM aparece 1 vezes
A palavra EXQUISITA aparece 3 vezes
A palavra ENGANADAS aparece 1 vezes
A palavra GROSSOS aparece 3 vezes
A palavra INTERROMPI aparece 2 vezes
A palavra RECITEI aparece 2 vezes
A palavra II aparece 4 vezes
A palavra POSTHUMA aparece 1 vezes
A palavra FRATERNAES aparece 1 vezes
A palavra CUMPLICIDADE aparece 1 vezes
A palavra DUZENTAS aparece 1 vezes
A palavra BARATA aparece 1 vezes
A palavra ARREGALAR aparece 1 vezes
A palavra OUSAVA aparece 1 vezes
A palavra SEQUIDÃO aparece 1 vezes
A palavra «VAMOS aparece 2 vezes
A palavra CONSENTIU aparece 9 vezes
A palavra TRABALHADA aparece 1 vezes
A palavra DESASTRADA aparece 1 vezes
A palavra HABITOS aparece 2 vezes
A palavra 1.A aparece 1 vezes
A palavra TRABALHO aparece 10 vezes
A palavra LENÇO,--UM aparece 1 vezes
A palavra ESTAVA aparece 89 vezes
A palavra APONTAR aparece 1 vezes
A palavra SOL aparece 10 vezes
A palavra OUVISSEMOS aparece 1 vezes
A palavra ROCOMMENDAÇÕES aparece 1 vezes
A palavra DIREITAMENTE aparece 1 vezes
A palavra RESSACA aparece 16 vezes
A palavra SUBSTITUTO aparece 3 vezes
A palavra SOBRESALTO aparece 2 vezes
A palavra DANSAVAMOS aparece 1 vezes
A palavra EXCESSIVOS aparece 1 vezes
A palavra BONDADE aparece 4 vezes
A palavra ANIMANDO aparece 1 vezes
A palavra N'UMA aparece 7 vezes
A palavra ESCADAS aparece 2 vezes
A palavra TINHA-ME aparece 1 vezes
A palavra CA aparece 1 vezes
A palavra RECEIPT aparece 2 vezes
A palavra PROFERIR aparece 1 vezes
A palavra WITHOUT aparece 8 vezes
A palavra PENTEAR aparece 2 vezes
A palavra ANTE-PÉ aparece 1 vezes
A palavra PROPOZ-LHE aparece 1 vezes
A palavra FARTO aparece 1 vezes
A palavra DESPEGARAM-SE aparece 1 vezes
A palavra OLD aparece 2 vezes
A palavra INSTAVA aparece 1 vezes
A palavra OPINEI aparece 1 vezes
A palavra INCOHERENCIAS aparece 1 vezes
A palavra ALLEGAÇÕES aparece 2 vezes
A palavra DEMOREI-ME aparece 1 vezes
A palavra LEVASSE aparece 7 vezes
A palavra PERGUNTAR-LHE aparece 3 vezes
A palavra CRESCE aparece 1 vezes
A palavra GUARDE-AS aparece 1 vezes
A palavra NOBRE aparece 1 vezes
A palavra ESCUTAR aparece 2 vezes
A palavra PROLONGAR aparece 1 vezes
A palavra ATIVER aparece 1 vezes
A palavra CONSTERNOU aparece 1 vezes
A palavra DAR-SE aparece 1 vezes
A palavra IMITAVA aparece 1 vezes
A palavra SEJAMOS aparece 1 vezes
A palavra ABORRECER-ME aparece 1 vezes
A palavra ATTINGE aparece 1 vezes
A palavra QUADRO aparece 4 vezes
A palavra PERCORRI aparece 1 vezes
A palavra RIA-SE aparece 1 vezes
A palavra DESEJARIA aparece 1 vezes
A palavra PROBLEM aparece 1 vezes
A palavra «AO aparece 2 vezes
A palavra AMARISSIMO aparece 3 vezes
A palavra DISFARÇAVA aparece 1 vezes
A palavra ACHAVA aparece 15 vezes
A palavra CONFIANÇA aparece 3 vezes
A palavra SEGUIU aparece 3 vezes
A palavra APERTAVA-ME aparece 1 vezes
A palavra PARTIR aparece 1 vezes
A palavra PALMO aparece 2 vezes
A palavra DESLIGOU-NOS aparece 1 vezes
A palavra VIAGENS aparece 3 vezes
A palavra RIGHT aparece 4 vezes
A palavra BONITO?»--«AQUELLA aparece 1 vezes
A palavra PARIZ aparece 1 vezes
A palavra ARIOSTO aparece 1 vezes
A palavra COPIA aparece 3 vezes
A palavra VENHAMOS aparece 3 vezes
A palavra LXXI aparece 2 vezes
A palavra SOM aparece 5 vezes
A palavra DEBUXO aparece 4 vezes
A palavra GRACIOSAS aparece 1 vezes
A palavra ACHARES aparece 1 vezes
A palavra DEITADO aparece 3 vezes
A palavra DEMOREM aparece 1 vezes
A palavra DURAQUE aparece 1 vezes
A palavra VENDO-LHE aparece 1 vezes
A palavra PERMANENT aparece 1 vezes
A palavra MANDANDO aparece 1 vezes
A palavra EXPÔR-ME aparece 1 vezes
A palavra MANTENHO aparece 1 vezes
A palavra POLOS aparece 1 vezes
A palavra LIDO aparece 5 vezes
A palavra REFLECTIDOS aparece 1 vezes
A palavra TIRADO aparece 1 vezes
A palavra SENTIR-SE aparece 1 vezes
A palavra SENTADO aparece 2 vezes
A palavra REDEA aparece 2 vezes
A palavra QUANTOS aparece 4 vezes
A palavra IMPACIENTE aparece 3 vezes
A palavra RESPONDI aparece 11 vezes
A palavra RESPONDENDO aparece 2 vezes
A palavra GRAVATA aparece 3 vezes
A palavra ACHEI-LHE aparece 4 vezes
A palavra FESTEJANDO aparece 1 vezes
A palavra SEXO aparece 3 vezes
A palavra RESPONDIA-NUS aparece 1 vezes
A palavra LEGADO aparece 3 vezes
A palavra PRESTAVA aparece 1 vezes
A palavra ESCONJUROS aparece 1 vezes
A palavra TRABALHAVAM aparece 1 vezes
A palavra PARTITURA aparece 3 vezes
A palavra PAROU aparece 4 vezes
A palavra TRAZIA-O aparece 1 vezes
A palavra BRISA aparece 1 vezes
A palavra VINGASSE aparece 2 vezes
A palavra MISERIA aparece 1 vezes
A palavra PREGADO aparece 1 vezes
A palavra ENTORNEI aparece 1 vezes
A palavra BAHIA aparece 2 vezes
A palavra PREFERIA-SE aparece 1 vezes
A palavra CHULO aparece 1 vezes
A palavra APPROVO aparece 1 vezes
A palavra RISO aparece 13 vezes
A palavra DIFFICULDADE aparece 9 vezes
A palavra CASOS aparece 6 vezes
A palavra ANDE aparece 8 vezes
A palavra CALADAS aparece 2 vezes
A palavra CULPA aparece 5 vezes
A palavra IMPRESSÃO aparece 7 vezes
A palavra PALACIO aparece 1 vezes
A palavra ABERTO aparece 4 vezes
A palavra RAPHAEL aparece 1 vezes
A palavra CHARADA aparece 1 vezes
A palavra PERSON aparece 4 vezes
A palavra LENDO aparece 5 vezes
A palavra CULPADA aparece 2 vezes
A palavra DEFENDI aparece 1 vezes
A palavra CONTEI aparece 12 vezes
A palavra APOLOGIAS aparece 1 vezes
A palavra REMONTAR aparece 1 vezes
A palavra «QUERES aparece 1 vezes
A palavra XVIII aparece 3 vezes
A palavra COMPENSAR aparece 2 vezes
A palavra REPARAVA aparece 2 vezes
A palavra DEVOTAS aparece 2 vezes
A palavra GORDO aparece 2 vezes
A palavra COLUMNAS aparece 1 vezes
A palavra NOÇÃO aparece 1 vezes
A palavra ATALHOU aparece 6 vezes
A palavra COLLEGA aparece 4 vezes
A palavra TONA aparece 1 vezes
A palavra DIZER-ME aparece 5 vezes
A palavra CURIOSISSIMO aparece 1 vezes
A palavra LIBRÉ aparece 1 vezes
A palavra FITARAM aparece 1 vezes
A palavra SANCHA aparece 37 vezes
A palavra DISTINCÇÃO aparece 6 vezes
A palavra VEDES aparece 1 vezes
A palavra MORREU aparece 18 vezes
A palavra CANÇAM aparece 1 vezes
A palavra TEIME aparece 1 vezes
A palavra SECTIONS aparece 1 vezes
A palavra ATREVIDAS aparece 3 vezes
A palavra DETACH aparece 1 vezes
A palavra CXXXII aparece 2 vezes
A palavra DUVIDO aparece 2 vezes
A palavra VINCES aparece 1 vezes
A palavra CONTINUE aparece 2 vezes
A palavra PAREI aparece 10 vezes
A palavra TRAZER-ME aparece 1 vezes
A palavra 3 aparece 3 vezes
A palavra SUBLIMES aparece 2 vezes
A palavra ELOGIAR-LHE aparece 1 vezes
A palavra AUTORES aparece 1 vezes
A palavra BASTAR aparece 2 vezes
A palavra SMALL aparece 2 vezes
A palavra MONSENHORES aparece 1 vezes
A palavra JURISPRUDENCIA aparece 1 vezes
A palavra PUERICIA aparece 1 vezes
A palavra RECORDAR aparece 5 vezes
A palavra ABIDE aparece 1 vezes
A palavra DOU aparece 7 vezes
A palavra LEMBRA-ME aparece 9 vezes
A palavra LÊS aparece 1 vezes
A palavra INVADIR aparece 1 vezes
A palavra ESCUTA aparece 2 vezes
A palavra DESMAIOU aparece 1 vezes
A palavra DEFEITOS aparece 2 vezes
A palavra TENHAM aparece 1 vezes
A palavra EMPREGO aparece 3 vezes
A palavra VER...» aparece 1 vezes
A palavra ASSASSINATOS aparece 1 vezes
A palavra CANTADO aparece 1 vezes
A palavra TOUCA aparece 2 vezes
A palavra REPLICASSE aparece 1 vezes
A palavra RESOAVA aparece 1 vezes
A palavra EXTENT aparece 1 vezes
A palavra NESSA aparece 5 vezes
A palavra DISTRAÍA-ME aparece 1 vezes
A palavra TRATAVA-ME aparece 1 vezes
A palavra ENCOSTADA aparece 1 vezes
A palavra DECIDIDA aparece 1 vezes
A palavra SUMMA aparece 2 vezes
A palavra N'OUTRA aparece 1 vezes
A palavra PERDOAVA aparece 1 vezes
A palavra «SANTOS aparece 1 vezes
A palavra 1500 aparece 1 vezes
A palavra IMMEDIATE aparece 2 vezes
A palavra CREAÇÃO aparece 2 vezes
A palavra DEIXANDO-NOS aparece 1 vezes
A palavra OBSERVAL-O aparece 1 vezes
A palavra CEEI aparece 2 vezes
A palavra ATREVI aparece 1 vezes
A palavra BEIJOU-LHE aparece 1 vezes
A palavra COMPARATIVAMENTE aparece 1 vezes
A palavra DIVERTIR-SE aparece 1 vezes
A palavra COMPRIMARIAS aparece 1 vezes
A palavra CONFORTO aparece 1 vezes
A palavra CONSERVATORIO aparece 2 vezes
A palavra LICENSED aparece 1 vezes
A palavra ENSAIOS aparece 2 vezes
A palavra CERCA aparece 2 vezes
A palavra JURO aparece 12 vezes
A palavra MOTE aparece 1 vezes
A palavra PENSADO aparece 2 vezes
A palavra APONTA aparece 1 vezes
A palavra NINHO aparece 1 vezes
A palavra SCIENCIA aparece 2 vezes
A palavra FECHANDO aparece 3 vezes
A palavra PREVIAMENTE aparece 1 vezes
A palavra SECURE aparece 1 vezes
A palavra CUMPRISSE aparece 1 vezes
A palavra PAGARIA aparece 2 vezes
A palavra APOLICES aparece 1 vezes
A palavra ALCANÇOU aparece 2 vezes
A palavra CONTEMPLAM aparece 1 vezes
A palavra ESFORÇOS aparece 4 vezes
A palavra GRÃO aparece 1 vezes
A palavra ARGUMENTOS aparece 2 vezes
A palavra CXXXVIII aparece 2 vezes
A palavra TERRESTRE aparece 1 vezes
A palavra ARMAZEM aparece 3 vezes
A palavra JURADO aparece 1 vezes
A palavra MANO aparece 4 vezes
A palavra DEIXAR aparece 12 vezes
A palavra AFFLIGIR-ME aparece 1 vezes
A palavra SI aparece 45 vezes
A palavra VARREDORES aparece 1 vezes
A palavra COMPLICADA aparece 1 vezes
A palavra CONSIDERABLE aparece 2 vezes
A palavra AK aparece 1 vezes
A palavra AGREE aparece 9 vezes
A palavra COLLIGINDO aparece 1 vezes
A palavra SOLO aparece 1 vezes
A palavra RECANTO aparece 1 vezes
A palavra ESTRUME aparece 1 vezes
A palavra CONVERSAÇÕES aparece 3 vezes
A palavra FINA aparece 6 vezes
A palavra RECOMPOR aparece 1 vezes
A palavra MANDARA aparece 1 vezes
A palavra PAIXÃO aparece 7 vezes
A palavra ADEUS aparece 6 vezes
A palavra PULSO aparece 1 vezes
A palavra CREANÇA aparece 13 vezes
A palavra ABALOU aparece 1 vezes
A palavra ARRISCOU-SE aparece 1 vezes
A palavra TRECHO aparece 6 vezes
A palavra CURTIDO aparece 2 vezes
A palavra ARCO aparece 2 vezes
A palavra GUAPO aparece 1 vezes
A palavra OPPORTUNITY aparece 1 vezes
A palavra NADINHA aparece 1 vezes
A palavra TOCAR-NOS aparece 1 vezes
A palavra PIEDADE aparece 3 vezes
A palavra ADORNAR aparece 1 vezes
A palavra SOMENTE aparece 2 vezes
A palavra FICARAM aparece 6 vezes
A palavra PARÁMOS aparece 1 vezes
A palavra IRÁS aparece 1 vezes
A palavra SERVIA aparece 4 vezes
A palavra COMPOSTURA aparece 2 vezes
A palavra SOLIDAS aparece 1 vezes
A palavra DIZEM aparece 14 vezes
A palavra BRADAVA aparece 2 vezes
A palavra CONTINUA aparece 1 vezes
A palavra SATISFEITOS aparece 1 vezes
A palavra MARMORE aparece 2 vezes
A palavra SEGREDINHOS...» aparece 2 vezes
A palavra RAROS aparece 2 vezes
A palavra LANCES aparece 4 vezes
A palavra RESTOS aparece 1 vezes
A palavra PONCIO aparece 1 vezes
A palavra ERGUI-ME aparece 2 vezes
A palavra MADRUGADA aparece 3 vezes
A palavra DOBRE aparece 1 vezes
A palavra RESURREIÇÃO aparece 2 vezes
A palavra ENTENDERIA aparece 1 vezes
A palavra RETALHOS aparece 2 vezes
A palavra TI aparece 4 vezes
A palavra COMPRIMARIOS aparece 2 vezes
A palavra SAEM aparece 1 vezes
A palavra DEDUZIR aparece 1 vezes
A palavra APPARECER aparece 2 vezes
A palavra VOLUNTEER aparece 1 vezes
A palavra ESCREVER-ME aparece 1 vezes
A palavra SEJAM aparece 9 vezes
A palavra ACTOR aparece 2 vezes
A palavra CATÃO aparece 1 vezes
A palavra DEDUCTIVA aparece 1 vezes
A palavra CANDIDA aparece 5 vezes
A palavra GASTO aparece 1 vezes
A palavra OPUSCULO aparece 6 vezes
A palavra ENSAIO aparece 1 vezes
A palavra ESCRUPULO aparece 5 vezes
A palavra UNINDO-SE aparece 1 vezes
A palavra ACODE aparece 1 vezes
A palavra FALE aparece 8 vezes
A palavra PAPANDO aparece 1 vezes
A palavra SUCH aparece 6 vezes
A palavra ALEMBRA aparece 1 vezes
A palavra OCCASIÕES aparece 3 vezes
A palavra COSMO aparece 1 vezes
A palavra GOZO aparece 1 vezes
A palavra PARAR,--OU aparece 1 vezes
A palavra CONFIDENCIA aparece 3 vezes
A palavra STATE aparece 5 vezes
A palavra ONLY aparece 2 vezes
A palavra MATA aparece 1 vezes
A palavra CANÇADAS aparece 2 vezes
A palavra ABRÍAMOS aparece 1 vezes
A palavra ELOQUENCIA aparece 1 vezes
A palavra FÒR aparece 1 vezes
A palavra SOUBERAM aparece 2 vezes
A palavra AURORA aparece 2 vezes
A palavra ESPERTAR aparece 1 vezes
A palavra ALISAL-OS aparece 1 vezes
A palavra TRANQUILLO aparece 1 vezes
A palavra INTERCALAVAM-SE aparece 1 vezes
A palavra PURA aparece 13 vezes
A palavra PROFISSIONAES aparece 1 vezes
A palavra FAZENDO-ME aparece 2 vezes
A palavra BIBLIA aparece 2 vezes
A palavra CÒR aparece 2 vezes
A palavra PASSASSEM aparece 1 vezes
A palavra AMEAÇAR aparece 1 vezes
A palavra CASAR aparece 12 vezes
A palavra MODESTO aparece 1 vezes
A palavra ALGO aparece 4 vezes
A palavra INSCRIPÇÃO aparece 4 vezes
A palavra ACCEITO aparece 6 vezes
A palavra 2+2=4 aparece 1 vezes
A palavra AMAVA-ME aparece 1 vezes
A palavra THERE aparece 2 vezes
A palavra PERDOA aparece 2 vezes
A palavra «HOJE aparece 1 vezes
A palavra JAZESSE aparece 1 vezes
A palavra TRAGEDIA aparece 1 vezes
